ad_id,list_id,title,price,area,district,ward,city,property_type,rooms,date,body,price_per_m2,price_billion,area_group,price_group
176062498,132371322,Nhà KĐT Định Công Hoàng Mai 90m2x6 tầng Thang Máy - Xây mới chỉ 32 tỷ,32000000000,90.0,Quận Hoàng Mai,Phường Định Công,Hà Nội,Nhà ở,8.0,41 phút trước,"#ĐỊNH_CÔNG - #HOÀNG_MAI - KĐT VÍP - #XÂY_MỚI - #THANG_MÁY.
Nhà nằm trong khu đô thị Định Công - Vip nhất Quận Hoàng Mai.

👉 DT 90m2 - 6 tầng mặt tiền rộng - sổ vuông đẹp - phân lô sẵn sàng giao dịch.

🎯Vị trí cực đẹp - phân lô - ô tô tránh

Thiết kế hiện đại  4p ngủ rộng khép kín.

Gia chào loanh quanh 30 ty!!!

LH: em để đi xem nhà",355555555.5555556,32.0,medium,over_10b
176062723,132371452,Cho thuê nhà Riêng 3 Tầng Ngõ rộng giá Hợp lý,8000000,27.0,Quận Hoàng Mai,Phường Hoàng Văn Thụ,Hà Nội,Nhà ở,3.0,24 phút trước,"Cần cho thuê nhà riêng 3 tầng Mb 27m2 tại Ngõ 297 đường Hoàng mai khu An Ninh tốt Nhà thoáng đãng nhiều Cây Xanh sinh khí cao.. 
Cạnh KĐT Đền Lừ và Công Viên Hồ Đề Lừ. Gần Chợ Đầu Mối Phía Nam, Gần các TRường ĐH lớn BK, Xây Dụng KTQD   khoảng 2,3km. 
Nhà thích hợp để ở ,VP, cho gia đình nhỏ ....
Liên hệ A.Thi, C.Thủy",296296.2962962963,0.008,very_small,under_1b
174974320,131440641,"Bán CCMN Vũ Tông Phan, Thanh Xuân- 1ngủ thoáng giá rẻ, tặng full đồ",1485000000,33.0,Quận Thanh Xuân,Phường Khương Đình,Hà Nội,Căn hộ/Chung cư,1.0,10 giờ trước,"Dự án: 
Thông tin chi tiết: 🤝 Bán CCMN Giá Rẻ ,full nội thất mới đẹp, Tầng 6/9 thoáng đãng. Tặng Full Nội Thất

✅ Khu vực Vũ Tông Phan, Thanh Xuân, nhiều trường đh. Tiện ích đầy đủ xung quanh

✅ Dt 33m 1ngủ 1wc 1ban công. Thiết kế đầy đủ công năng

+ Gia đình nhỏ hay mua cho con đi học đi làm, cho thuê rất ok

+ Tặng full đồ nội thất xinh cho gia đình vào ở ngay

+ Toà thang máy, bảo vệ 24/24. Pccc đầy đủ

+ Mua bán nhanh gọn sang tên vi bằng

🤝 Giá thiện chí 1,xx tỷ có tl cho khách thiện chí

☎️ Call *** để xem nhà lấy video và tham khảo nhiều căn hộ tại HN #ccmnhanoi #chungcugiare #chungcuminihanoi #chungcuminihanoidep #banchungcuminihanoi",45000000.0,1.485,small,1_3b
172787228,129552395,"CHO THUÊ VĂN PHÒNG DIỆN TÍCH LÊN ĐẾN 200M2 TẠI MIPEC TÂY SƠN, ĐỐNG ĐA",40000000,200.0,Quận Đống Đa,Phường Trung Liệt,Hà Nội,"Văn phòng, Mặt bằng kinh doanh",3.0,13 giờ trước,"CHO THUÊ VĂN PHÒNG TẠI MIPEC TÂY SƠN, ĐỐNG ĐA
Vị trí: Tầng 12  Khu văn phòng, Mipec Tower Tây Sơn
Diện tích: 100 - 150 - 200m²
Bàn giao: vào được luôn
Bao phí dịch vụ, điện nước,..
Giá thuê ưu đãi từ 40tr/tháng

Hình thức thuê:
 Sàn thô riêng truyền thống
 - Bàn giao: điều hòa, trần  tường  sàn hoàn thiện, vách kính
 - Phù hợp doanh nghiệp cần thiết kế theo nhận diện thương hiệu

Lợi thế vị trí Mipec Tây Sơn
 - Trung tâm quận Đống Đa
 - Kết nối nhanh: Tây Sơn  Chùa Bộc  Nguyễn Trãi  Trường Chinh
 - Tòa nhà văn phòng hạng B, tiện ích đồng bộ
------------------------------
ASA COWORKING SPACE:
Địa chỉ: Tầng 12, Khu văn phòng, toà Mipec Tower 229 Tây Sơn, Hà Nội
Website: ***",200000.0,0.04,large,under_1b
174599636,131123218,Phòng Trọ Khép Kín 20m2 tại Louis City Hoàng mai,3000000,20.0,Quận Hoàng Mai,Phường Mai Động,Hà Nội,Phòng trọ,3.0,10 giờ trước,"Phòng trọ khép kín tại Louis Cty Hoàng Mai gần Bắc - Kinh - Xây, nhà mới hoàn thiện nội thất đầy đủ , máy giặt, điều hoà , nóng lạnh, cửa khoá vân tay, giờ giấc tự do, chính chủ",150000.0,0.003,very_small,under_1b
173220370,129927192,"Chính Chủ Cho Thuê Văn Phòng, Số 1/23 Lê Văn Lương, Thanh Xuân, Hà Nội",25000000,120.0,Quận Thanh Xuân,Phường Nhân Chính,Hà Nội,"Văn phòng, Mặt bằng kinh doanh",3.0,11 giờ trước,"Tòa Nhà văn phòng chuyên nghiệp, Gồm 6 tầng nổi và 1 tầng hầm, làm việc 24/24h Sàn rộng 120m/01 tầng, sạch đẹp, Thoáng mát thích hợp làm văn phòng công ty, 
đường trước mặt rộng 50m, có vỉa hè và công viên lớn bên cạnh, ô tô đi lại tránh nhau dừng đỗ thoải mái, Ô tô vào tận nhà, có chỗ để ô tô
Tòa nhà nằm ngay trung tâm đắc địa, bên cạnh toàn nhà Star city và rất nhiều tòa nhà văn phòng và chung cư lớn, đông người, gần chợ, gần nhiều trường học… 
Rất thuận lợi để mở văn phòng công ty, mở văn phòng đại diện, mở chi nhánh…. Nâng tầm giá trị Doanh nghiệp khi có một văn phòng tại tòa nhà.
Tòa nhà miễn phí bảo vệ an ninh, lễ tân, tạp vụ… Có cơ hội hợp tác đầu tư startup phát triển kinh doanh và cơ hội miễn phí được đào tạo kinh doanh và marketting miễn phí trong hệ sinh thái BIGWIN
địa chỉ: số 23, Lê Văn Lương, Thanh Xuân, Hà Nội
Giá rẻ: 25 triệu/tháng,(giá cũ 30 triệu) rộng 120m2, điều hòa, wc, nước nóng…
CHú ý: có hoa hồng cho môi giới và ưu đãi lớn khi Liên hệ ngay: Mr Đại ***",208333.33333333334,0.025,large,under_1b
175928351,132255773,NHỈNH 2TỶ CÓ NHÀ MỚI DÂN XÂY -GẦN PHỐ -Ô TÔ QUA NHÀ,2700000000,61.0,Quận Hoàng Mai,Phường Định Công,Hà Nội,Nhà ở,3.0,13 giờ trước,"PHẢI THẬT NHANHHHH
NHỈNH Hai Tỷ CÓ NGAY NHÀ DÂN XÂY MỚI - THIẾT KẾ HIỆN ĐẠI SANG TRỌNG ,ĐẦY ĐỦ CÔNG NĂNG 

Vị trí : cách 500m ra phố Trần Hoà ,Gần bãi xe ô tô phí gửi xe rất rẻ 
Chủ thiện trí tặng nội thất cho gia chủ mới 
Ngõ thông các ngả ô tô đỗ cửa 
Liên hệ ngay : *** gặp chủ nhà 

(CAM KẾT KO QUY HOẠCH KO LỖI PHONG THUỶ )",44262295.08196721,2.7,medium,1_3b
175994921,132313118,Chuyển nhương căn 2n1wc tại Vinhomes Smart city,4600000000,55.0,Quận Nam Từ Liêm,Phường Tây Mỗ,Hà Nội,Căn hộ/Chung cư,2.0,9 giờ trước,"Căn hộ chung cư tại Vinhomes Smart City , là lựa chọn lý tưởng cho những ai tìm kiếm không gian sống hiện đại và tiện nghi. Với diện tích 55m², căn hộ được thiết kế thông minh, tối ưu hóa không gian sử dụng với đầy đủ nội thất.

- 2 phòng ngủ rộng rãi, thoáng mát
- 1 phòng tắm tiện nghi
- Hướng cửa chính Tây Nam, ban công Đông Bắc
- Nội thất đầy đủ với điều hòa, giường, tủ lạnh...
- Giá bán 4,6 tỷ VND

Căn hộ có pháp lý đầy đủ, mang lại sự yên tâm cho người sử dụng. Không chỉ là nơi ở, căn hộ còn mang đến lối sống tiện nghi với nhiều tiện ích xung quanh.

Gần trường học, gần chợ/siêu thị, có công viên
",83636363.63636364,4.6,small,3_5b
176049568,132360224,"Bán nhà bạch mai 9phòng ch thuê , dòng tiền ổn định",11800000000,54.0,Quận Hai Bà Trưng,Phường Bạch Mai,Hà Nội,Nhà ở,9.0,11 giờ trước,"Dự án: 
Thông tin chi tiết: Nhà 5tầng với 9phòng khép kín cho thuê , 
Gần các trường đại học bách-kinh -xây nhu cầu nhà ở rất cao . 
Chủ nhà đã trang bị pccc đầy đủ.
Sổ đỏ vuông đẹp",218518518.5185185,11.8,small,over_10b
176049598,132360229,Gia đình cần bán căn hộ Chung cư mini tại Trần Khát Chân,1350000000,44.0,Quận Hai Bà Trưng,Phường Thanh Nhàn,Hà Nội,Căn hộ/Chung cư,2.0,11 giờ trước,"Dự án: 
Thông tin chi tiết: Diện tích sử dụng 40m 
Hai phòng ngủ biệt lập
Một phòng khách + bếp
Một nhà vệ sinh
Nội thất đầy đủ
Gần ĐH Bách Khoa, Kinh tế Quốc Dân, Xây dựng
Gần BV Việt Đức, Bạch Mai, Phụ sản TW
Gần CV Thống Nhất, CV Võ Thị Sáu",30681818.181818184,1.35,small,1_3b
176051951,132362280,"Bán gấp 2 ngủ 52M Toà CT4 KĐT Xa La, Hà Đông - Đầy đủ nội thất",3390000000,52.0,Quận Hà Đông,Phường Phúc La,Hà Nội,Căn hộ/Chung cư,2.0,9 giờ trước,"Căn hộ tầng trung, thoáng. Sửa thành 2 ngủ thuận tiện toà CT4 Xa La, Hà Đông.
- Sổ đỏ chính chủ: 52.3 m2 (2 ngủ, 1wc, 1 ban công thoáng)
- Hướng cửa: Tây bắc. Ban công hướng: Đông nam
- Nội thất đầy đủ: trần thạch cao, hệ thống tủ bếp, sofa, bàn ghế ăn, giường tủ phòng ngủ..........
- giá bán: 3.3x tỷ (thương lượng mạnh)
Liên hệ xem nhà: *** (số chính có zalo) - ***",65192307.692307696,3.39,small,3_5b
176046739,132358185,CHẠM ĐÁY KẺO MẤT - NHÀ MỚI TINH THÁI THỊNH GIÁ CHẠM ĐÁY,9000000000,40.0,Quận Đống Đa,Phường Ngã Tư Sở,Hà Nội,Nhà ở,3.0,12 giờ trước,"💥🔥 CHẠM NGAY KẺO MẤT – NHÀ MỚI TINH THÁI THỊNH GIÁ CHẠM ĐÁY – HIẾM CÓ KHÓ TÌM – XEM LÀ CHỐT! 🚨🌟

💎 40M² - MẶT 4M - NHÀ 4 TẦNG MỚI KÍNH KOONG
🎯 GIÁ 9 T.Ỷ

Tầng 1: Phòng khách + Bếp + WC
Tầng 2: Phòng ngủ + WC
Tầng 3: Phòng ngủ + WC
Tầng 4: Phòng ngủ + Phòng thờ + Sân phơi

🌤 Nhà thoáng sáng, bố trí cực hợp lý – quá lý tưởng cho gia đình trẻ hoặc khách mua ở thực tại trung tâm Đống Đa.
🤝 Chủ nhà cực kỳ thiện chí, cần bán nhanh – giá đang rẻ nhất khu, cơ hội không có lần 2. Khách xem là chốt ngay trong ngày!

🧧 Sổ đỏ vuông đẹp – pháp lý chuẩn – không quy hoạch
☎️ Hàng đẹp – giá tốt – khách thật chỉ cần xem là chốt!
📞 Gọi ngay kẻo lỡ – nhà đẹp không chờ người chậm!
☎️ Liên hệ: *** xem nhà thực tế!
#thangmay #nhamoi #oto #dulich #dongda #thanhxuan",225000000.0,9.0,small,5_10b
176047159,132358189,chính chủ cho thuê nhà kim ngưu,13000000,60.0,Quận Hai Bà Trưng,Phường Thanh Nhàn,Hà Nội,Nhà ở,4.0,12 giờ trước,"Dự án: 
Thông tin chi tiết: Cần cho thuê nhà nguyên căn tại kim ngưu diện tích 60m xây dựng 4 tầng có 4 phòng ngủ nội thất dh nl giường tủ 
Phù hợp để ở gd hoặc nhóm bạn, lớp học 
Không chdv 
Liên hệ chính chủ có zalo",216666.66666666666,0.013,small,under_1b
176054331,132364346,Chính chủ bán đất tặng nhà cấp 4 - Ngọc Trục Đại Mỗ,6300000000,38.0,Quận Nam Từ Liêm,Phường Đại Mỗ,Hà Nội,Nhà ở,2.0,8 giờ trước,"Chính chủ bán căn nhà cấp 4 đang cho thuê tại Đường Ngọc Trục, Phường Đại Mỗ, Hà Nội.
Diện tích sổ hồng 38m², thực tế sử dụng hơn 45m²; hướng Đông Nam thoáng mát, ngay sát cầu Mỗ Lao. Gần đường Bạch thành phong đã hiện hữu và đường Vũ trọng Khánh kéo dài sắp thi công.
Nhà rất gần chợ và hệ thống trường từ mầm non đến cấp 3 - bán kính 0.5 đến 2.5km.
Căn nhà rất gần công viên cây xanh sắp khởi công, cách 35m.
Phân khúc cực ít người bán, mua về có thể ở luôn hoặc xây 6 tầng thang máy thì cực đẹp (phía sau đã xây nhà 7 tầng).
Quý khách đang tìm nhà tại Đại Mỗ thì không nên bỏ qua căn nhà này.
Kính mời liên hệ chính chủ số ĐT:***- a Trọng",165789473.68421054,6.3,small,5_10b
164909860,122746940,GÓC 2 MẶT THOÁNG - 7 TÂNG - KINH DOANH -  AEON MALL HÀ ĐÔNG,20800000000,60.0,Quận Hà Đông,Phường Dương Nội,Hà Nội,Nhà ở,10.0,12 giờ trước,"GÓC 2 MẶT THOÁNG - 7 TẦNG - THANG MÁY - KINH DOANH SIÊU HIẾM - CẠNH AEON MALL HÀ ĐÔNG 💎

📍 Vị trí đắc địa:
✅ Nhà lô góc 2 mặt thoáng, ngay cạnh cổng Trường Quốc tế Liên cấp 123.
✅ Đối diện TTTM Aeon Mall Hà Đông, gần Hồ Thiên Văn Học.
✅ Hưởng trọn tiện ích từ các KĐT mới Nam Cường, An Hưng.
✅ Sắp tới thông đường Lê Quang Đạo kéo dài, giao thông vô cùng thuận tiện.

🏠 Thiết kế hiện đại - Phù hợp mọi loại hình kinh doanh:

Tầng 1: Thông sàn kinh doanh, bếp, WC. Đã có hố chờ thang máy, khách mua chỉ cần lắp đặt.

Tầng 2,3,4,5,6: Tổng 10 phòng rộng + 5 WC.

Tầng 7: Tum, sân thượng thoáng mát.


💎 Lợi ích đầu tư:
🔹 Phù hợp nhiều loại hình kinh doanh: Văn phòng, phòng khám, nhà hàng, trung tâm dạy học...
🔹 Chủ đang tự kinh doanh, dòng tiền tốt.
🔹 Sổ đỏ chính chủ, vuông vắn, sẵn sàng giao dịch nhanh.

💰 Diện tích: 60m² – 7 tầng – Giá: 20,8 tỷ
📞 Liên hệ ngay: Nguyễn Quý Nhâm - ***",346666666.6666667,20.8,small,over_10b
175758531,132110409,"Căn hộ tiện ích vượng khí, an ninh tốt, đảm bảo PCCC, có thang máy",3300000,18.0,Quận Hoàng Mai,Phường Hoàng Văn Thụ,Hà Nội,Căn hộ/Chung cư,1.0,13 giờ trước,"CHO THUÊ CĂN HỘ DỊCH VỤ AN TOÀN PCCC – HOÀNG MAI, HÀ NỘI

Phù hợp cho sinh viên, người đi làm, nhân viên văn phòng hoặc cặp đôi trẻ có mức thu nhập ổn định, muốn tìm nơi ở sạch sẽ – an toàn – tiện nghi – giá hợp lý.

Tòa nhà tại số 2, ngõ 218 đường Hoàng Mai, Hà Nội đã được nghiệm thu PCCC bởi cơ quan Cảnh sát PCCC, có đầy đủ hệ thống an toàn: 2 lối thoát hiểm riêng biệt, báo cháy có dây, đầu báo nhiệt/khói, nút ấn khẩn cấp, tủ báo cháy trung tâm, bình chữa cháy, họng nước cứu hỏa, bể nước ngầm, biển chỉ dẫn và đèn thoát hiểm.

Bãi để xe được bố trí tách biệt khu ở, có cửa chống cháy – chống khói 60 phút, hạn chế cháy lan lên các tầng trên. Tòa nhà đã được tuyên truyền, huấn luyện kiến thức PCCC và kỹ năng thoát nạn theo quy định.

Tiện ích: thang máy, cửa khóa từ, camera 24/24, an ninh tốt, dân trí cao, không gian yên tĩnh. Ô tô 7 chỗ vào tận cửa, gần đường lớn, chợ và chợ đầu mối.

Phòng 18m² khép kín, đã có giường tủ mới, điều hòa, bình nóng lạnh, rèm cửa, đồng hồ điện nước riêng. Có máy giặt tự động, chỗ để xe, nhà hướng Đông Nam thoáng mát.

Giá thuê: 3.300.000đ/phòng/tháng, ở tối đa 2 người.
Hợp đồng lâu dài, không tăng giá. Chính chủ cho thuê, không qua trung gian.

Hiện chỉ còn 2/20 phòng
Liên hệ ngay: *** để xem phòng và giữ chỗ!
",183333.33333333334,0.0033,very_small,under_1b
175329134,131741774,Chào bán nhanh căn Studio 32 m2 tòa Imperia 2 Vinhomes Smart City,3000000000,32.0,Quận Nam Từ Liêm,Phường Tây Mỗ,Hà Nội,Căn hộ/Chung cư,1.0,14 giờ trước,"Chính chủ cần bán nhanh căn Studio 32 m2, đồ cơ bản có tủ bếp...
tầng 3 phù hợp mua đầu tư hoặc kinh doanh...
View nội khu
giá hiện tại *** trên thị trường
vui lòng liên hệ để xem nhà
có thương lượng cho khách thiện trí",93750000.0,3.0,small,1_3b
175873674,132208719,"Cho thuê nhà mới 100% – KD/VP/Studio, thang máy, ô tô tận cửa",35000000,50.0,Quận Hai Bà Trưng,Phường Bạch Mai,Hà Nội,Nhà ở,4.0,10 giờ trước,"CHO THUÊ NHÀ MỚI 100% – CÁCH HOÀN KIẾM 5–10 PHÚT – PHÙ HỢP KINH DOANH / VĂN PHÒNG / STUDIO
Chính chủ cho thuê các tầng trong nhà mới xây hoàn toàn, thiết kế hiện đại, tối ưu cho kinh doanh và làm việc chuyên nghiệp. Vị trí đắc địa khu vực trung tâm, chỉ 5–10 phút di chuyển đến Hồ Hoàn Kiếm.
Vị trí cực thuận tiện

Ngõ rộng 5m, ô tô vào tận cửa
Ngõ nông, thông 2 đầu từ Kim Ngưu sang Thanh Nhàn
Cách Hồ Hoàn Kiếm chỉ 5–10 phút, trung tâm thành phố
Giao thông thuận lợi, dễ tìm, dễ tiếp cận khách hàng

Thông tin chi tiết

Nhà 7 tầng, mới xây 100%, cực kỳ sạch đẹp
Có thang máy, di chuyển thuận tiện
Diện tích 50m² / sàn
Mỗi tầng đều có công trình phụ riêng

Hiện đang cho thuê:

Tầng 1 + tầng lửng
Tầng 2
Tầng 3

Phù hợp nhất cho:

Văn phòng công ty
Shop quần áo / showroom
Studio quay video, livestream, bán hàng online
Lớp học, đào tạo kỹ năng

✅ Không gian mới, đẹp, dễ setup – vào là dùng ngay, không cần sửa chữa
📞 Liên hệ chính chủ (Zalo): ***",700000.0,0.035,small,under_1b
176011573,132327504,Khai trương nhà đẹp miễn chê ngay mặt phố Trịnh Văn Bô - CĐ FPT,3900000,25.0,Quận Nam Từ Liêm,Phường Xuân Phương,Hà Nội,Căn hộ/Chung cư,1.0,12 giờ trước,"Dự án: 
Thông tin chi tiết: 🏬 KHAI TRƯƠNG CCMN Xuân Phương – studio full nội thất đồng giá 3tr9
📍ngõ 143/45/67 Xuân Phương, Nam Từ Liêm – ô tô cách nhà 100m
✨ 100% phòng có ban công/cửa thoáng, thang máy, máy giặt, PCCC đầy đủ
💰 HĐ 12 tháng cọc 1 | Điện giá NN | DV 150k/ng 📞",156000.0,0.0039,very_small,under_1b
174673906,131186773,Nhà bán,1700000000,23.0,Quận Thanh Xuân,Phường Khương Đình,Hà Nội,Nhà ở,2.0,13 giờ trước,Nhà 15m tới đương ôtô ngõ thông 200m ra đường vũ tông phan,73913043.47826087,1.7,very_small,1_3b
171502881,128454745,"HOA HẬU PHỐ TÂY TRÀ, 5 TẦNG CAO CẤP, CHỈ 6 TỶ",6000000000,30.0,Quận Hoàng Mai,Phường Vĩnh Hưng,Hà Nội,Nhà ở,3.0,13 giờ trước,"Nhà cách phố 10m ô tô đỗ.
Nhà xây chắc chắn, không quy hoạch, không tranh chấp
5 tầng full công năng, đồ siêu xịn mịn
Bán kính 1km trường cấp 1 2 3, đại học có đủ
900m đến Đa Khoa Lĩnh Nam vô cùng thuận tiện cho gia đình có ng già, trẻ em
Chủ chỉ việc xách vali về an cư. Mọi việc đã có em lo
Gọi e Thuận chính chủ",200000000.0,6.0,very_small,5_10b
176054404,132364379,Ô TÔ đỗ phố Bạch Mai nhà đẹp 41m2 x4T có ô chờ thang máy dân xây giá 7,7600000000,41.0,Quận Hai Bà Trưng,Phường Bạch Mai,Hà Nội,Nhà ở,3.0,8 giờ trước,"Dự án: 
Thông tin chi tiết: NGÕ RỘNG THOÁNG CỰC ĐẸP - THÔNG TỨ TUNG - DÂN TRÍ CAO - GẦN TRƯỜNG GẦN CHỢ - TIỆN ÍCH 

Ô TÔ đỗ phố Bạch Mai nhà đẹp 41m2 x4T có ô chờ thang máy dân xây giá 7.6 tỷ sổ CC có TL

+ thiết kế :
- tầng 1 : khách bếp vs
- tầng 2 : 1 phòng rộng
- tầng 3 : 1 phòng + sân phơi
- tầng 4 tum
+ vị trí :
- cách phố Bạch Mai hợn 50m , 2 ngoặt vào nhà

+ pháp lý: - sổ vuông đẹp - chủ gửi NH cho mới
LH Tú *** để xem nhà 24/7",185365853.65853658,7.6,small,5_10b
176052072,132362333,Thuê phòng tại ngõ 179/187 vĩnh hưng,3000000,25.0,Quận Hoàng Mai,Phường Vĩnh Hưng,Hà Nội,Phòng trọ,3.0,9 giờ trước,"Dự án: 
Thông tin chi tiết: Phòng tầng 1, đầy đủ đh , nl , giường , tủ 
Kệ bếp
Vskk Pccc đầy đủ 
Zalo : ***",120000.0,0.003,very_small,under_1b
175820591,132163678,"khai trương CCMN 25m2 Full đồ, máy giặt riêng tại Khương Thượng",4800000,25.0,Quận Đống Đa,Phường Khương Thượng,Hà Nội,Căn hộ/Chung cư,1.0,14 giờ trước,"🌿🌻 Bóc tem CCMN 25m2 Full đồ. Máy giặt riêng 
🏠 Địa chỉ: Ngõ 191 Khương Thượng- đống đa

(Đi từ ngõ 390 Trường Chinh rẽ phải vào tới nhà)

💰 Giá thuê: 4.8tr -5tr -5.6tr 

🌟 Ưu điểm:
Nhà mới khai trương, phòng mới đẹp sạch sẽ
Phù hợp ở hộ gia đình nhỏ, nhóm bạn hoặc cặp đôi
Khu dân cư an ninh, thuận tiện di chuyển

⚡ dịch vụ:
- Điện: 4.000đ/số
- Nước: 35.000đ/m³
- Internet: 100.000đ/phòng
- Dịch vụ chung: 150.000đ/người
- Xe thứ 2: 100.000đ/xe
- Máy sấy chung tầng thượng (đang hoàn thiện, sẽ cập nhật giá sau)

📌 Quy định:
- Hợp đồng 12 tháng
- Tối đa 3 người/phòng
-Tối đa 3 xe/phòng
- Không nhận khách nước ngoài
- Không nhận nuôi chó (có thể nuôi mèo 🐱)",192000.0,0.0048,very_small,under_1b
141054917,102406246,CĂN HỘ 1K1N FULL ĐỒ SỐ 10 LA THÀNH NHỎ 48M2,7500000,48.0,Quận Đống Đa,Phường Phương Liên,Hà Nội,Căn hộ/Chung cư,1.0,12 giờ trước,"Tòa nhà 9 tầng tại số 18 phố Đê La Thành nhỏ - P. Phương Liên vào ở được luôn.
- Nhà mặt đường phố Đê La Thành nhỏ, đường vào rộng, 2 tô con tránh nhau, ngay ngã tư Ô Chợ Dừa và Xã Đàn rất thuận tiện cho việc đi lại, sinh hoạt, vui chơi, giải trí. Lên phố cổ cũng gần, trung tâm thương mại ngay sát.
- Căn hộ rộng được lát sàn gỗ, căn nào cũng có cửa sổ rộng, ban công phơi đồ riêng biệt. Các phòng được thiết kế hết sức hợp lý:
+ Loại 1: Gồm 1 phòng ngủ, 1 phòng khách và bếp.
+ Giá cho thuê: 7.500.000 -8.000.000 đ/căn/tháng . DT các phòng 48m2.
- giá thuê theo ngày 400.000 đ/ ngày, dọn phòng hàng ngày.
- Mỗi phòng được trang bị điều hòa 2 chiều, giường, tủ quần áo, bộ bàn ghế, cửa sổ có rèm cản nắng cực đẹp, trần thạch cao, đèn ngủ đủ cả, bàn bếp xịn, bàn ăn, hút mùi, bồn rửa bát xịn, sàn gỗ cao cấp.
- Khu bếp có bàn bếp, tủ bếp, tủ lạnh, hút mùi, đầy đủ ánh sáng, gió và không khí vào phòng.
- Nhà vệ sinh có thiết bị vệ sinh Inax cao cấp, bình nóng lạnh, ốp lát gạch Prime sang trọng hiện đại.
- Tòa nhà trang bị thang máy cao cấp, máy giặt, truyền hình cáp miễn phí, mỗi căn hộ được cấp thẻ từ thang máy riêng.
- Tòa nhà có bảo vệ 24/24 nên an ninh cực ổn, ra vào thoải mái, nhà để xe rộng rãi gần 300m2.
-thích hợp làm văn phòng, spa, siêu thị...
+ Địa chỉ: Số nhà 18 Đê La Thành nhỏ - P.ô chợ dừa - Đống Đa.",156250.0,0.0075,small,under_1b
176004417,132321392,cho thuê phòng hoàng công chất ,3700000,20.0,Quận Nam Từ Liêm,Phường Mỹ Đình 2,Hà Nội,Phòng trọ,3.0,12 giờ trước,"🚨🚨PHÒNG GIÁ SV 1TR6-- 3TR5 -6TR🚨🚨👏👏
Đ/C : Khu vực TRẦN BÌNH - MĨ ĐÌNH - DƯƠNG KHUÊ- HỒ TÙNG MẬU - HOANG CÔNG CHẤT 

($) chi phí sử dụng dịch vụ 
Điện 4k/kw ...Nước 120k/1N 
...wifi 100k/p
Phòng có đầy đủ giường tủ nóng lạnh máy giặt điều hòa
Hệ thống PCCC Lối Thoát Hiểm ĐẢM BẢO AN TOÀN 
( phòng chính chủ. Không chung chủ. Giờ giấc tự do đi lại . Ở đc luôn )
Khu vực an ninh tốt rất chi là đảm bảo 
==》Mọi người có nhu cầu thuê phòng nhắn tin Zalo ☎️☎️☎️  ☎️☎️☎️gọi để xem phòng trực tiếp",185000.0,0.0037,very_small,under_1b
176001718,132319353,"Cho thuê Cửa hàng , Siêu thị , Kinh doanh thương mại văn phòng",70000000,500.0,Quận Long Biên,Phường Bồ Đề,Hà Nội,"Văn phòng, Mặt bằng kinh doanh",3.0,9 giờ trước,"Phù hợp loại hình kinh doanh thương mại , Văn phòng, Siêu thị , phòng khám , nhà thuốc, trung tâm giáo dục ....Vị trí đẹp chân toà nhà chung cư , khu vực trung tâm dân cư đông giao thông thuận tiện, có hầm và sân để xe rộng rãi dễ tiếp cận .",140000.0,0.07,very_large,under_1b
174769551,131268735,cho thuê phòng,2800000,18.0,Quận Đống Đa,Phường Trung Liệt,Hà Nội,Phòng trọ,3.0,25 phút trước,"Nhà mình còn trống 01 phòng *** tại tầng 4, khu vực trung tâm phố Thái Hà, Đống Đa. Ưu tiên các bạn đi làm, đi học lối sống văn minh, sạch sẽ.
​✅ TIỆN NGHI ĐẦY ĐỦ (Chỉ việc xách vali về ở):
​Diện tích: 18m2, thoáng mát, sạch sẽ.
​Nội thất: Đã có sẵn Điều hòa, Quạt trần, Tủ quần áo, Giường đệm, Bình nóng lạnh.
​Vệ sinh: Ngay cạnh cửa phòng, cực kỳ thuận tiện và riêng tư.
​Chỗ để xe: Tầng 1 rộng rãi, không giới hạn số lượng và thời gian đi lại (về lúc nào cũng được).
​📍 VỊ TRÍ ĐẮC ĐỊA:
​Ngõ rộng, ô tô vào tận cửa, cực tiện gọi xe hay vận chuyển đồ đạc.
​Thông tứ phía: Thái Hà, Nguyễn Văn Tuyết, Thái Thịnh, Ngã Tư Sở, Hoàng Cầu...
​Gần chợ, gần các trường đại học lớn, tiện ích xung quanh không thiếu thứ gì.
​💰 CHI PHÍ MINH BẠCH:
​Điện: 4k/số.
​Nước: 100k/người.
Giá thuê 2.800k
​Ưu tiên: 1 người - 1 xe (có thể ở 2 người - 1 xe).
(Hữu duyên gặp các bạn thiện chí, qua xem là ưng ngay!",155555.55555555556,0.0028,very_small,under_1b
175388418,131793039,"Bán mảnh đất sát chợ, kinh doanh sầm uất",10500000000,48.0,Quận Bắc Từ Liêm,Phường Phú Diễn,Hà Nội,Đất,3.0,14 giờ trước,"Dự án: 
Thông tin chi tiết: Lô góc, vuông vắn, sát chợ, gần hồ, ngõ oto, 3 bước chân là chợ sầm uất, full tiện ích",218750000.0,10.5,small,over_10b
